202143,30.25909404766201,21.682254262897107,58.343939731810735
202144,30.574998369184232,22.804617550842075,57.53406091202967
202145,30.510847240710675,23.20394834008456,55.719310087709914
202146,30.051219133074337,23.55684949556749,53.541709875558595
202147,29.269696961330553,23.9441037848079,51.07308442666938
202148,28.203340851278426,24.361624725633867,48.221229387290705
202149,26.882071562376083,24.80616554470816,44.87631509003274
202150,25.32637489852494,25.277196624523395,40.948698425981746
202151,23.550399821935873,25.77470905068587,36.369629589453794
202152,21.56334746536805,26.29871693546181,31.083608836819028
