202143,29.49315191453541,27.687344833195247,42.359028805749446
202144,29.515822936786726,24.730260668553065,42.26896713706412
202145,29.621236616082964,26.406209293193474,41.25754564044705
202146,29.542725977118632,26.466689863362312,40.998368647923435
202147,31.16664301422187,26.659392033872187,40.94014774339015
202148,34.18193031694937,27.310770205872082,42.062564676756054
202149,34.27254254721178,27.573114892474862,40.606885092981216
202150,33.151771099773846,31.33726972436963,40.7790215686313
202151,33.41011994530445,30.809036712675073,39.589877023341394
202152,32.934136424093836,29.83121479851044,38.4725710324462
